bald eagle,maine,may 27
vulture,maine,july 26
albatross,kansas,august 09
vulture,kentucky,august 01
vulture,new york,july 11
stork,new york,may 06
shoebill,kansas,june 20
flamingo,missouri,march 27
bald eagle,missouri,september 11
albatross,kansas,july 01
long-tailed duck,kansas,august 26
heron,kansas,july 27
stork,kansas,august 24
little grebe,kansas,june 24
flamingo,missouri,july 10
bald eagle,kansas,july 19
long-tailed duck,missouri,july 28
heron,missouri,july 17
shoebill,maine,june 27
albatross,missouri,december 11
stork,missouri,august 13
common teal,kentucky,july 23
albatross,new york,april 24
shoebill,kentucky,july 26
vulture,missouri,september 20
stork,maine,june 01
long-tailed duck,missouri,july 07
common teal,missouri,june 27
common teal,kentucky,june 22
vulture,missouri,july 09
stork,missouri,june 05
long-tailed duck,maine,july 06
bald eagle,missouri,july 05
long-tailed duck,new york,june 15
little grebe,kentucky,june 10
long-tailed duck,michigan,july 13
vulture,michigan,august 29
vulture,missouri,july 04
common teal,new york,june 28
flamingo,michigan,july 07
vulture,maine,june 16
long-tailed duck,kansas,april 13
shoebill,new york,december 04
albatross,kansas,may 30
shoebill,new york,august 06
common teal,missouri,may 11
flamingo,missouri,june 14
little grebe,new york,may 09
common teal,missouri,july 12
little grebe,maine,august 14
shoebill,michigan,july 30
little grebe,kansas,june 17
vulture,maine,august 30
little grebe,missouri,july 02
little grebe,kentucky,august 12
long-tailed duck,maine,august 08
vulture,missouri,august 16
bald eagle,kansas,july 19
shoebill,missouri,june 12
flamingo,maine,august 15
albatross,michigan,march 01
common teal,new york,october 24
common teal,michigan,august 06
albatross,michigan,august 31
vulture,michigan,april 09
vulture,missouri,july 29
bald eagle,maine,august 18
common teal,missouri,june 06
albatross,missouri,june 21
bald eagle,kentucky,september 11
little grebe,michigan,june 03
common teal,missouri,july 29
bald eagle,kansas,september 15
long-tailed duck,michigan,june 01
stork,michigan,november 01
heron,maine,july 10
common teal,michigan,june 07
long-tailed duck,new york,august 16
shoebill,missouri,june 17
albatross,maine,june 23
vulture,missouri,august 03
shoebill,kansas,june 19
long-tailed duck,missouri,june 29
bald eagle,kentucky,june 11
bald eagle,kansas,october 22
albatross,missouri,september 07
bald eagle,maine,june 21
bald eagle,kentucky,june 26
vulture,missouri,september 20
long-tailed duck,missouri,august 11
stork,kentucky,september 25
flamingo,michigan,august 20
vulture,kansas,june 23
albatross,kentucky,november 19
albatross,kansas,june 10
little grebe,maine,august 09
heron,new york,may 30
stork,missouri,august 14
heron,new york,february 26
albatross,maine,may 08
vulture,missouri,august 25
stork,missouri,august 15
little grebe,maine,august 15
long-tailed duck,kansas,september 24
little grebe,maine,july 22
flamingo,kentucky,july 05
long-tailed duck,michigan,september 04
long-tailed duck,kansas,june 21
albatross,kentucky,september 20
heron,michigan,august 09
little grebe,maine,august 08
shoebill,missouri,april 15
heron,kansas,june 11
stork,new york,august 10
shoebill,kansas,september 06
bald eagle,kansas,september 02
heron,kansas,july 19
bald eagle,maine,july 26
long-tailed duck,new york,august 14
heron,maine,june 11
little grebe,maine,august 01
little grebe,maine,june 08
bald eagle,kentucky,august 20
common teal,kentucky,may 24
stork,kentucky,may 18
heron,michigan,july 17
long-tailed duck,kansas,august 17
little grebe,kentucky,august 19
vulture,missouri,october 12
flamingo,new york,june 11
albatross,kentucky,july 15
flamingo,maine,september 03
long-tailed duck,missouri,august 09
shoebill,missouri,august 28
stork,michigan,july 21
little grebe,michigan,may 11
albatross,kansas,july 20
stork,kansas,july 06
little grebe,kentucky,april 13
stork,kansas,july 07
little grebe,kansas,july 28
albatross,new york,may 15
shoebill,new york,october 05
heron,michigan,july 01
long-tailed duck,kentucky,july 08
flamingo,kansas,july 23
bald eagle,new york,july 18
little grebe,missouri,june 01
vulture,michigan,july 20
stork,missouri,june 16
shoebill,kansas,march 12
albatross,michigan,june 21
common teal,kansas,august 25
albatross,kansas,september 01
common teal,maine,september 02
vulture,new york,may 29
bald eagle,maine,june 16
vulture,maine,june 29
vulture,kansas,july 08
vulture,new york,july 12
little grebe,maine,july 12
heron,missouri,august 07
shoebill,michigan,june 12
stork,michigan,april 16
vulture,kentucky,july 09
long-tailed duck,kansas,june 22
albatross,kentucky,october 17
long-tailed duck,michigan,july 13
albatross,maine,september 20
heron,new york,march 28
long-tailed duck,kansas,june 07
long-tailed duck,new york,july 22
flamingo,missouri,june 07
albatross,new york,june 01
heron,michigan,june 26
little grebe,michigan,april 27
shoebill,michigan,may 26
long-tailed duck,missouri,may 21
common teal,kansas,june 23
vulture,new york,september 12
bald eagle,kansas,may 23
heron,michigan,july 24
vulture,kansas,july 01
long-tailed duck,kentucky,october 26
flamingo,michigan,june 08
common teal,kentucky,may 08
little grebe,new york,may 21
vulture,kentucky,july 19
little grebe,michigan,july 08
flamingo,missouri,september 30
albatross,maine,october 31
bald eagle,kansas,december 26
long-tailed duck,maine,july 16
vulture,michigan,july 28
heron,missouri,june 27
long-tailed duck,kentucky,august 17
long-tailed duck,michigan,july 25
little grebe,kentucky,august 06
long-tailed duck,kansas,august 11
little grebe,new york,may 24
bald eagle,maine,june 12
flamingo,missouri,july 22
shoebill,kentucky,april 17
little grebe,kansas,july 21
albatross,kentucky,august 14
vulture,new york,may 10
stork,kansas,july 19
little grebe,new york,may 16
flamingo,missouri,july 02
heron,michigan,june 24
vulture,missouri,june 14
heron,michigan,august 28
albatross,maine,july 12
common teal,michigan,july 01
vulture,michigan,july 18
stork,missouri,august 10
little grebe,michigan,september 23
shoebill,kansas,august 19
vulture,michigan,july 30
flamingo,kentucky,july 27
shoebill,missouri,september 12
little grebe,kentucky,june 25
albatross,new york,august 20
little grebe,maine,june 08
bald eagle,michigan,november 22
vulture,new york,september 07
common teal,maine,august 03
stork,michigan,july 28
bald eagle,kentucky,september 16
bald eagle,maine,june 22
common teal,maine,july 05
heron,kansas,june 18
little grebe,kentucky,july 26
common teal,kansas,july 21
flamingo,michigan,october 15
common teal,new york,july 07
albatross,kentucky,may 17
shoebill,maine,september 08
shoebill,michigan,july 01
flamingo,new york,may 01
bald eagle,michigan,september 08
flamingo,maine,july 16
shoebill,new york,july 22
stork,kansas,may 17
common teal,michigan,july 15
long-tailed duck,missouri,july 03
vulture,missouri,september 13
little grebe,missouri,july 12
common teal,new york,may 06
little grebe,missouri,september 18
common teal,kentucky,october 09
vulture,michigan,july 22
heron,kentucky,september 02
little grebe,michigan,august 31
flamingo,missouri,july 14
albatross,kansas,september 11
shoebill,missouri,july 13
common teal,kentucky,august 06
bald eagle,new york,july 08
albatross,michigan,july 14
long-tailed duck,new york,october 17
long-tailed duck,maine,october 17
bald eagle,michigan,june 11
long-tailed duck,michigan,june 16
long-tailed duck,maine,july 12
shoebill,kentucky,august 09
shoebill,michigan,may 11
vulture,kentucky,august 02
little grebe,missouri,august 04
stork,michigan,july 13
heron,new york,july 27
albatross,missouri,july 15
heron,maine,august 12
bald eagle,kentucky,july 20
common teal,new york,september 07
little grebe,kentucky,september 08
common teal,missouri,july 12
little grebe,kentucky,october 07
bald eagle,missouri,september 02
long-tailed duck,kansas,may 31
little grebe,kansas,july 19
shoebill,kansas,april 07
shoebill,kansas,june 21
common teal,kansas,august 24
flamingo,new york,august 25
bald eagle,michigan,august 29
albatross,new york,october 17
bald eagle,michigan,june 08
little grebe,new york,july 21
common teal,new york,july 13
little grebe,missouri,august 15
heron,missouri,june 28
flamingo,kentucky,october 07
little grebe,kentucky,september 09
vulture,maine,september 04
bald eagle,new york,june 22
flamingo,new york,september 09
stork,missouri,july 02
flamingo,michigan,september 01
flamingo,missouri,august 29
stork,michigan,july 22
bald eagle,michigan,july 11
long-tailed duck,new york,august 12
shoebill,maine,june 12
long-tailed duck,kentucky,october 04
shoebill,new york,july 24
little grebe,maine,june 07
common teal,michigan,july 02
little grebe,missouri,june 18
shoebill,kentucky,may 27
albatross,new york,july 24
long-tailed duck,missouri,may 26
shoebill,new york,august 31
bald eagle,kansas,july 19
long-tailed duck,missouri,may 30
long-tailed duck,kentucky,august 07
flamingo,maine,july 08
vulture,kentucky,july 15
common teal,new york,june 11
common teal,maine,september 18
shoebill,kentucky,august 07
heron,new york,september 12
bald eagle,michigan,june 16
heron,michigan,august 10
flamingo,kentucky,august 20
albatross,kentucky,september 03
bald eagle,maine,september 04
long-tailed duck,michigan,september 15
shoebill,maine,august 12
albatross,kansas,may 25
albatross,missouri,august 15
common teal,new york,october 30
vulture,new york,september 10
heron,maine,may 28
vulture,michigan,june 27
albatross,michigan,september 28
bald eagle,missouri,may 12
little grebe,new york,august 06
little grebe,maine,august 23
long-tailed duck,maine,september 17
stork,maine,june 18
long-tailed duck,missouri,august 11
heron,missouri,may 08
shoebill,kansas,september 18
common teal,kansas,june 14
common teal,michigan,september 09
common teal,kansas,june 27
stork,michigan,june 07
flamingo,kentucky,september 27
shoebill,kansas,july 20
heron,kentucky,june 30
common teal,michigan,august 06
shoebill,michigan,september 13
heron,kentucky,august 15
shoebill,missouri,june 09
stork,missouri,august 27
heron,michigan,july 18
long-tailed duck,kentucky,august 24
common teal,kansas,august 28
vulture,kansas,july 21
little grebe,kentucky,september 16
little grebe,new york,september 19
common teal,missouri,august 04
bald eagle,new york,may 07
bald eagle,kentucky,july 02
heron,kansas,september 04
long-tailed duck,michigan,june 19
flamingo,kentucky,june 11
heron,kentucky,july 02
heron,maine,may 12
bald eagle,maine,july 07
bald eagle,michigan,may 23
stork,michigan,june 24
shoebill,new york,august 31
common teal,new york,june 17
heron,new york,july 17
little grebe,missouri,september 18
shoebill,new york,march 28
flamingo,michigan,april 17
flamingo,missouri,may 13
stork,missouri,june 26
albatross,new york,july 31
stork,maine,november 19
common teal,missouri,july 16
heron,michigan,august 07
long-tailed duck,kentucky,july 01
vulture,missouri,august 10
albatross,kentucky,august 29
long-tailed duck,kentucky,july 10
albatross,michigan,september 12
vulture,missouri,september 23
heron,kansas,july 09
long-tailed duck,kentucky,may 24
stork,kentucky,july 24
shoebill,missouri,july 16
vulture,kentucky,august 06
long-tailed duck,kentucky,june 12
flamingo,kentucky,april 03
flamingo,kansas,october 04
stork,maine,august 28
flamingo,new york,june 28
bald eagle,kentucky,july 20
albatross,missouri,july 11
vulture,missouri,october 06
albatross,maine,july 07
stork,kentucky,august 21
stork,missouri,september 16
stork,kentucky,july 19
little grebe,missouri,may 27
shoebill,michigan,august 07
long-tailed duck,kansas,september 08
vulture,michigan,june 28
common teal,kansas,june 16
little grebe,new york,august 17
vulture,kentucky,july 25
common teal,kansas,september 03
vulture,maine,august 16
flamingo,missouri,september 12
bald eagle,missouri,october 07
little grebe,new york,august 14
little grebe,maine,july 01
shoebill,kentucky,july 02
long-tailed duck,missouri,may 28
bald eagle,kansas,august 03
heron,maine,november 28
shoebill,michigan,july 11
little grebe,missouri,april 02
flamingo,new york,september 10
flamingo,maine,june 13
long-tailed duck,kentucky,august 16
flamingo,new york,june 13
stork,kansas,may 02
common teal,michigan,september 15
little grebe,kentucky,july 21
bald eagle,maine,august 10
little grebe,kansas,august 17
little grebe,michigan,october 11
little grebe,kentucky,may 13
heron,kansas,april 05
stork,kentucky,july 21
vulture,michigan,october 23
albatross,new york,may 08
albatross,michigan,may 10
heron,kansas,august 03
stork,kansas,june 22
common teal,new york,july 28
stork,kansas,july 25
shoebill,maine,october 29
vulture,kentucky,december 12
stork,kentucky,may 23
vulture,new york,june 08
vulture,maine,august 20
vulture,michigan,july 24
little grebe,kentucky,august 21
albatross,kansas,august 30
stork,maine,july 03
flamingo,kentucky,july 16
little grebe,kansas,august 08
little grebe,new york,august 15
heron,maine,august 25
stork,missouri,june 29
albatross,missouri,june 03
vulture,michigan,august 04
heron,kansas,may 24
vulture,new york,may 25
little grebe,maine,july 02
common teal,kansas,june 28
shoebill,maine,may 23
stork,michigan,july 17
albatross,missouri,june 29
bald eagle,maine,august 13
flamingo,kentucky,november 18
heron,kentucky,july 28
albatross,maine,may 17
little grebe,kansas,august 17
flamingo,kansas,july 26
vulture,kentucky,may 08
heron,maine,july 10
long-tailed duck,new york,august 08
flamingo,missouri,august 17
long-tailed duck,kentucky,september 25
albatross,new york,june 02
flamingo,missouri,september 07
little grebe,kansas,june 19
long-tailed duck,michigan,june 25
shoebill,missouri,july 04
little grebe,missouri,june 25
bald eagle,kansas,june 26
heron,michigan,may 28
little grebe,missouri,may 06
heron,maine,june 21
heron,kentucky,august 11
flamingo,maine,july 30
heron,maine,july 18
heron,michigan,june 26
stork,kentucky,december 10
common teal,kansas,may 12
heron,maine,july 29
shoebill,maine,october 19
stork,kentucky,may 28
stork,kentucky,april 21
little grebe,kansas,september 05
little grebe,new york,july 15
common teal,kentucky,june 30
long-tailed duck,michigan,august 14
heron,missouri,august 02
common teal,kansas,august 14
common teal,missouri,august 18
little grebe,michigan,september 30
little grebe,kentucky,august 27
little grebe,kansas,july 31
long-tailed duck,new york,october 29
common teal,new york,july 07
heron,maine,october 06
common teal,kansas,august 13
vulture,michigan,july 11
little grebe,michigan,may 16
stork,kentucky,june 20
shoebill,missouri,august 01
flamingo,maine,september 07
long-tailed duck,kansas,september 10
shoebill,new york,september 10
long-tailed duck,new york,july 20
bald eagle,kentucky,august 03
little grebe,missouri,june 24
albatross,michigan,july 20
long-tailed duck,michigan,may 26
flamingo,kansas,june 21
little grebe,kentucky,august 29
stork,kansas,october 07
common teal,new york,may 18
albatross,kansas,august 22
long-tailed duck,new york,august 28
common teal,kansas,september 23
shoebill,kansas,august 26
flamingo,kentucky,june 06
flamingo,maine,october 25
little grebe,maine,september 26
bald eagle,kansas,june 30
flamingo,maine,september 26
heron,michigan,july 08
long-tailed duck,kentucky,november 05
albatross,kansas,july 12
albatross,kansas,june 13
common teal,new york,july 25
long-tailed duck,michigan,august 03
albatross,missouri,july 04
common teal,missouri,july 14
shoebill,kentucky,august 06
heron,michigan,september 02
albatross,maine,october 13
shoebill,maine,august 17
vulture,kentucky,may 08
common teal,kansas,september 19
shoebill,kansas,august 02
heron,maine,june 15
common teal,kansas,may 27
stork,michigan,july 04
flamingo,kentucky,august 30
heron,maine,september 02
flamingo,maine,june 20
flamingo,michigan,july 20
heron,michigan,july 21
albatross,missouri,august 16
little grebe,missouri,may 26
bald eagle,kansas,may 10
bald eagle,maine,august 04
shoebill,michigan,june 06
vulture,maine,july 21
vulture,michigan,september 21
shoebill,new york,august 15
stork,new york,april 27
flamingo,michigan,april 02
heron,new york,august 22
vulture,michigan,may 10
flamingo,new york,july 15
flamingo,new york,september 08
flamingo,missouri,september 01
common teal,kentucky,september 19
heron,kansas,june 22
heron,kentucky,april 13
flamingo,michigan,april 07
little grebe,michigan,july 16
heron,michigan,may 12
albatross,michigan,july 13
long-tailed duck,kentucky,july 01
heron,new york,june 26
bald eagle,new york,september 19
long-tailed duck,michigan,june 29
flamingo,kansas,june 05
stork,kansas,april 03
little grebe,maine,june 15
long-tailed duck,maine,may 31
bald eagle,kentucky,september 21
common teal,michigan,july 16
common teal,missouri,june 11
vulture,maine,july 14
little grebe,kentucky,june 08
albatross,kentucky,july 24
bald eagle,michigan,july 16
vulture,kansas,may 23
albatross,new york,august 14
bald eagle,kentucky,june 22
shoebill,maine,may 25
shoebill,kansas,august 25
long-tailed duck,michigan,july 28
albatross,michigan,july 25
stork,missouri,august 03
long-tailed duck,new york,august 08
flamingo,kansas,may 29
vulture,kansas,november 01
little grebe,maine,july 15
flamingo,michigan,march 04
flamingo,michigan,june 13
albatross,maine,may 26
long-tailed duck,missouri,may 26
heron,kentucky,june 05
shoebill,missouri,september 25
stork,michigan,october 06
shoebill,missouri,august 14
bald eagle,michigan,october 12
heron,kansas,august 17
common teal,kansas,june 08
vulture,maine,september 09
flamingo,kansas,july 28
heron,new york,august 10
common teal,kansas,august 27
little grebe,michigan,july 07
shoebill,maine,june 06
shoebill,new york,july 20
heron,kansas,august 04
common teal,michigan,august 14
stork,maine,august 15
bald eagle,new york,july 18
albatross,kansas,october 21
flamingo,missouri,may 20
common teal,kentucky,july 03
little grebe,michigan,august 31
long-tailed duck,missouri,september 29
long-tailed duck,kansas,august 14
vulture,missouri,september 09
bald eagle,kentucky,september 19
little grebe,maine,july 17
long-tailed duck,maine,june 06
long-tailed duck,new york,september 25
long-tailed duck,new york,may 27
little grebe,new york,july 17
long-tailed duck,kansas,september 18
bald eagle,maine,september 19
flamingo,missouri,april 23
bald eagle,michigan,march 28
shoebill,maine,september 09
heron,new york,june 15
little grebe,new york,april 11
common teal,maine,october 07
bald eagle,maine,june 24
heron,maine,march 22
vulture,maine,october 17
little grebe,missouri,july 29
common teal,maine,july 03
albatross,kansas,august 20
common teal,kentucky,june 10
bald eagle,maine,july 01
stork,kentucky,august 24
flamingo,kansas,august 05
stork,missouri,august 12
albatross,kansas,august 27
stork,missouri,august 22
vulture,kentucky,june 20
little grebe,missouri,march 20
vulture,new york,july 10
long-tailed duck,kansas,may 19
common teal,new york,june 08
stork,kentucky,july 28
little grebe,michigan,september 25
stork,new york,may 12
vulture,michigan,july 16
bald eagle,maine,april 14
stork,new york,june 18
stork,missouri,july 22
heron,kansas,august 26
long-tailed duck,kentucky,august 02
albatross,maine,august 13
little grebe,maine,june 18
albatross,kansas,may 28
flamingo,maine,may 22
bald eagle,maine,june 03
flamingo,michigan,june 04
common teal,kentucky,july 09
long-tailed duck,kansas,july 12
shoebill,missouri,october 19
vulture,maine,march 20
flamingo,new york,august 02
vulture,michigan,march 30
long-tailed duck,maine,april 17
bald eagle,new york,july 24
common teal,new york,july 26
long-tailed duck,michigan,may 13
stork,michigan,august 13
bald eagle,kentucky,august 13
heron,new york,june 19
heron,missouri,may 16
flamingo,maine,march 13
flamingo,missouri,july 25
vulture,missouri,june 28
flamingo,kansas,may 19
vulture,kentucky,october 11
shoebill,kansas,august 05
vulture,michigan,june 20
little grebe,kentucky,june 15
vulture,kentucky,april 27
heron,kentucky,july 19
heron,michigan,july 30
flamingo,michigan,august 14
stork,maine,may 26
stork,missouri,june 13
bald eagle,missouri,october 05
common teal,maine,june 02
bald eagle,maine,july 24
common teal,maine,november 03
common teal,new york,july 02
vulture,missouri,june 15
vulture,missouri,march 06
flamingo,kentucky,july 05
vulture,kansas,september 17
little grebe,missouri,may 03
heron,missouri,july 27
flamingo,kentucky,september 04
albatross,kansas,june 08
little grebe,michigan,august 06
long-tailed duck,kansas,august 14
shoebill,missouri,september 24
vulture,missouri,july 08
flamingo,kentucky,june 14
little grebe,maine,september 19
common teal,maine,august 08
heron,maine,may 29
heron,michigan,april 11
heron,new york,october 07
common teal,maine,july 28
flamingo,new york,october 16
little grebe,kentucky,june 30
heron,missouri,july 23
bald eagle,missouri,june 04
heron,maine,august 28
shoebill,maine,november 06
flamingo,new york,june 01
little grebe,michigan,july 12
common teal,missouri,august 11
flamingo,kentucky,august 03
shoebill,missouri,july 13
albatross,maine,september 24
flamingo,kansas,july 21
bald eagle,missouri,october 12
common teal,kansas,october 14
albatross,kansas,august 29
vulture,kentucky,march 25
shoebill,michigan,july 23
vulture,kentucky,july 04
little grebe,maine,july 06
common teal,kentucky,june 12
flamingo,new york,april 19
flamingo,new york,july 17
stork,missouri,august 16
albatross,kansas,september 16
shoebill,michigan,june 08
long-tailed duck,kansas,october 25
albatross,kansas,may 13
vulture,michigan,july 01
stork,new york,june 18
little grebe,new york,july 10
long-tailed duck,kentucky,july 13
little grebe,new york,july 17
vulture,maine,may 26
albatross,new york,september 21
long-tailed duck,maine,july 04
albatross,kansas,june 27
long-tailed duck,kentucky,june 13
common teal,kansas,june 29
shoebill,kentucky,june 10
heron,maine,august 20
albatross,maine,may 23
shoebill,maine,september 21
bald eagle,new york,august 01
bald eagle,missouri,july 01
albatross,kentucky,september 30
common teal,missouri,october 24
shoebill,new york,july 24
bald eagle,kansas,august 26
common teal,missouri,september 11
albatross,kansas,july 16
stork,michigan,july 14
long-tailed duck,michigan,august 02
albatross,kentucky,june 24
common teal,new york,september 15
heron,maine,july 31
heron,kansas,september 22
albatross,kentucky,september 25
vulture,kansas,august 28
common teal,missouri,april 29
vulture,michigan,may 19
common teal,michigan,september 01
common teal,new york,august 20
flamingo,michigan,may 17
common teal,new york,september 16
common teal,kansas,september 09
flamingo,new york,july 11
albatross,new york,august 05
flamingo,maine,september 03
vulture,michigan,july 28
stork,maine,june 12
shoebill,michigan,september 22
long-tailed duck,michigan,july 28
vulture,kansas,august 20
little grebe,michigan,august 26
bald eagle,new york,june 08
stork,kansas,june 25
flamingo,maine,august 15
shoebill,kansas,september 26
long-tailed duck,kentucky,september 01
albatross,michigan,july 12
flamingo,new york,may 05
flamingo,michigan,august 29
bald eagle,kansas,april 20
albatross,missouri,may 29
bald eagle,kansas,august 18
flamingo,michigan,september 09
common teal,maine,august 22
bald eagle,kentucky,july 29
bald eagle,michigan,september 04
common teal,michigan,june 14
little grebe,kansas,july 21
bald eagle,michigan,october 02
stork,kentucky,july 25
heron,kansas,july 22
vulture,maine,july 01
heron,kansas,august 25
stork,new york,june 05
bald eagle,new york,august 15
bald eagle,new york,may 31
long-tailed duck,michigan,september 15
common teal,michigan,october 02
little grebe,maine,august 24
shoebill,missouri,june 05
flamingo,kansas,july 01
heron,kentucky,june 16
common teal,kansas,july 17
bald eagle,missouri,july 15
common teal,kentucky,july 16
little grebe,michigan,august 16
bald eagle,kentucky,june 01
long-tailed duck,new york,may 20
stork,kansas,august 24
common teal,new york,june 02
common teal,michigan,july 14
stork,missouri,september 22
albatross,new york,june 07
albatross,kansas,july 04
vulture,kansas,august 06
vulture,new york,august 14
stork,kentucky,march 31
albatross,michigan,august 04
bald eagle,kansas,july 22
vulture,maine,july 02
bald eagle,new york,june 27
little grebe,kentucky,may 21
long-tailed duck,new york,june 21
albatross,kentucky,july 31
flamingo,kansas,june 20
common teal,kansas,june 19
common teal,maine,june 28
bald eagle,new york,march 27
flamingo,kansas,october 04
vulture,maine,august 04
long-tailed duck,michigan,may 30
common teal,missouri,april 13
bald eagle,michigan,june 13
common teal,new york,august 23
little grebe,kentucky,july 16
little grebe,new york,march 10
flamingo,missouri,june 19
flamingo,maine,june 02
little grebe,maine,may 02
common teal,new york,september 16
albatross,kansas,may 16
stork,maine,september 18
vulture,new york,july 27
shoebill,michigan,september 27
albatross,maine,august 05
vulture,maine,august 27
stork,missouri,may 17
vulture,kentucky,august 15
vulture,kentucky,august 28
shoebill,maine,june 22
common teal,maine,may 13
albatross,maine,may 28
common teal,kansas,september 27
common teal,missouri,july 15
heron,new york,may 08
bald eagle,missouri,july 01
little grebe,michigan,july 13
vulture,kentucky,june 06
heron,kansas,may 25
vulture,kansas,september 10
heron,kansas,june 14
long-tailed duck,kansas,july 01
common teal,new york,july 13
little grebe,michigan,june 16
heron,maine,july 26
common teal,kansas,july 08
little grebe,new york,march 05
common teal,maine,july 11
little grebe,kentucky,september 18
flamingo,new york,may 20
